Date,SPY,QQQ,GLD,BZ=F,GBPUSD=X
2019-02-19,248.55899047851562,164.4917449951172,126.69999694824219,66.44999694824219,1.2924071550369263
2019-02-20,249.0599822998047,164.4630889892578,126.4800033569336,67.08000183105469,1.3061310052871704
2019-02-21,248.1743621826172,163.86158752441406,125.05000305175781,67.06999969482422,1.30451238155365
2019-02-22,249.7129364013672,165.0741424560547,125.5,67.12000274658203,1.3041380643844604
2019-02-25,250.0529327392578,165.6757049560547,125.37000274658203,64.76000213623047,1.306557536125183
2019-02-26,249.87405395507812,165.84759521484375,125.58000183105469,65.20999908447266,1.31271493434906
2019-02-27,249.76673889160156,165.74249267578125,124.69000244140625,66.38999938964844,1.3258028030395508
2019-02-28,249.3014678955078,165.360595703125,123.98999786376953,66.02999877929688,1.3318239450454712
2019-03-01,250.85801696777344,166.5063934326172,121.87999725341797,65.06999969482422,1.3264886140823364
2019-03-04,249.94557189941406,166.53497314453125,121.55999755859375,65.66999816894531,1.3239772319793701
2019-03-05,249.60569763183594,166.6591033935547,121.72000122070312,65.86000061035156,1.3178529739379883
2019-03-06,248.09381103515625,165.71388244628906,121.61000061035156,65.98999786376953,1.3156682252883911
2019-03-07,246.01837158203125,163.6801300048828,121.51000213623047,66.30000305175781,1.3182177543640137
2019-03-08,245.52633666992188,163.43190002441406,122.83999633789062,65.73999786376953,1.3092432022094727
2019-03-11,249.08676147460938,166.8309326171875,122.23999786376953,66.58000183105469,1.2988362312316895
2019-03-12,250.02603149414062,167.74758911132812,122.9800033569336,66.66999816894531,1.3248542547225952
2019-03-13,251.6810302734375,169.0079345703125,123.83999633789062,67.55000305175781,1.3066771030426025
2019-03-14,251.51998901367188,168.72149658203125,122.41000366210938,67.2300033569336,1.3285682201385498
2019-03-15,252.7626953125,170.28732299804688,122.97000122070312,67.16000366210938,1.3258554935455322
2019-03-18,253.67913818359375,170.69285583496094,123.04000091552734,67.54000091552734,1.329716444015503
2019-03-19,253.7421112060547,171.26681518554688,123.37999725341797,67.61000061035156,1.326435923576355
2019-03-20,252.97833251953125,171.9459228515625,124.18000030517578,68.5,1.3271400928497314
2019-03-21,255.83558654785156,174.63381958007812,123.68000030517578,67.86000061035156,1.320533037185669
2019-03-22,250.91177368164062,170.79808044433594,123.97000122070312,67.02999877929688,1.313232183456421
2019-03-25,250.72308349609375,170.47291564941406,124.91999816894531,67.20999908447266,1.3206549882888794
2019-03-26,252.59197998046875,171.26681518554688,124.30000305175781,67.97000122070312,1.3215277194976807
2019-03-27,251.27114868164062,170.1667938232422,123.6500015258789,67.83000183105469,1.321143627166748
2019-03-28,252.22361755371094,170.55902099609375,121.9000015258789,67.81999969482422,1.3152703046798706
2019-03-29,253.81390380859375,171.85031127929688,122.01000213623047,68.38999938964844,1.30565345287323
2019-04-01,256.82391357421875,174.12681579589844,121.52999877929688,69.01000213623047,1.3022867441177368
2019-04-02,256.9497985839844,174.78684997558594,121.9800033569336,69.37000274658203,1.3068991899490356
2019-04-03,257.3541564941406,175.79122924804688,121.80000305175781,69.30999755859375,1.312766671180725
2019-04-04,258.0370178222656,175.72421264648438,122.11000061035156,69.4000015258789,1.3176966905593872
2019-04-05,259.28594970703125,176.6329345703125,121.9800033569336,70.33999633789062,1.3077024221420288
2019-04-08,259.48358154296875,177.08253479003906,122.51000213623047,71.0999984741211,1.3038150072097778
2019-04-09,258.1538391113281,176.4608154296875,123.1500015258789,70.61000061035156,1.306335687637329
2019-04-10,259.0343322753906,177.40774536132812,123.52999877929688,71.7300033569336,1.305721640586853
2019-04-11,258.96246337890625,176.98684692382812,121.94999694824219,70.83000183105469,1.3099292516708374
2019-04-12,260.7146301269531,177.75210571289062,121.83000183105469,71.55000305175781,1.3056023120880127
2019-04-15,260.5439147949219,177.78082275390625,121.5999984741211,71.18000030517578,1.3083868026733398
2019-04-16,260.7146301269531,178.39295959472656,120.51000213623047,71.72000122070312,1.3102725744247437
2019-04-17,260.0766296386719,179.0146942138672,120.27999877929688,71.62000274658203,1.3046314716339111
2019-04-18,260.5888671875,179.2443084716797,120.37000274658203,71.97000122070312,1.3039339780807495
2019-04-19,,,,,1.2994438409805298
2019-04-22,260.8134460449219,179.75125122070312,120.37000274658203,74.04000091552734,1.299376368522644
2019-04-23,263.1585998535156,182.037353515625,120.12000274658203,74.51000213623047,1.2981449365615845
2019-04-24,262.5745544433594,181.46343994140625,120.47000122070312,74.56999969482422,1.2938116788864136
2019-04-25,262.4127197265625,182.1999969482422,120.56999969482422,74.3499984741211,1.2904890775680542
2019-04-26,263.6347351074219,182.3625946044922,121.37000274658203,72.1500015258789,1.289607048034668
2019-04-29,264.04803466796875,182.71649169921875,120.83000183105469,72.04000091552734,1.2920230627059937
2019-04-30,264.18292236328125,181.30084228515625,121.19999694824219,72.80000305175781,1.2932428121566772
2019-05-01,262.1971435546875,180.7173309326172,120.4000015258789,72.18000030517578,1.3039849996566772
2019-05-02,261.6310729980469,179.9329833984375,119.94000244140625,70.75,1.3053126335144043
2019-05-03,264.1919250488281,182.80262756347656,120.6500015258789,70.8499984741211,1.3033220767974854
2019-05-06,263.10467529296875,181.68345642089844,120.80999755859375,71.23999786376953,1.3150626420974731
2019-05-07,258.71087646484375,178.14427185058594,121.20999908447266,69.87999725341797,1.3099292516708374
2019-05-08,258.3514709472656,177.69471740722656,120.91000366210938,70.37000274658203,1.3068820238113403
2019-05-09,257.5697937011719,176.7381591796875,121.19999694824219,70.38999938964844,1.3012022972106934
2019-05-10,258.8636474609375,176.95819091796875,121.43000030517578,70.62000274658203,1.3009653091430664
2019-05-13,252.3583526611328,170.8172607421875,122.66999816894531,70.2300033569336,1.3010668754577637
2019-05-14,254.64056396484375,172.69204711914062,122.45999908447266,71.23999786376953,1.2963106632232666
2019-05-15,256.1322021484375,175.13121032714844,122.38999938964844,71.7699966430664,1.2906556129455566
2019-05-16,258.50421142578125,176.89120483398438,121.51000213623047,72.62000274658203,1.2847524881362915
2019-05-17,256.8330078125,175.08335876464844,120.6500015258789,72.20999908447266,1.2797706127166748
2019-05-20,255.13482666015625,172.12770080566406,120.63999938964844,71.97000122070312,1.2731555700302124
2019-05-21,257.4350280761719,173.92596435546875,120.36000061035156,72.18000030517578,1.2729123830795288
2019-05-22,256.6443176269531,173.15118408203125,120.23999786376953,70.98999786376953,
2019-05-23,253.50845336914062,170.50157165527344,121.16999816894531,67.76000213623047,1.2664159536361694
2019-05-24,254.08346557617188,170.4154815673828,121.30000305175781,68.69000244140625,1.2664639949798584
2019-05-27,,,,,1.2724751234054565
2019-05-28,251.72042846679688,169.77459716796875,120.83000183105469,70.11000061035156,1.2682307958602905
2019-05-29,250.0311737060547,168.37811279296875,120.87000274658203,69.44999694824219,1.2659670114517212
2019-05-30,250.71408081054688,169.08596801757812,121.69000244140625,66.87000274658203,1.2629451751708984
2019-05-31,247.33563232421875,166.38851928710938,123.33000183105469,64.48999786376953,1.2609704732894897
2019-06-03,246.70672607421875,162.72496032714844,125.11000061035156,61.279998779296875,1.2639508247375488
2019-06-04,252.06187438964844,167.3067626953125,125.1500015258789,61.970001220703125,1.2664159536361694
2019-06-05,254.24530029296875,168.55027770996094,125.47000122070312,60.630001068115234,1.2702767848968506
2019-06-06,255.89852905273438,169.88943481445312,125.87999725341797,61.66999816894531,1.2688584327697754
2019-06-07,258.45928955078125,173.17031860351562,126.58999633789062,63.290000915527344,1.269841194152832
2019-06-10,259.64532470703125,175.1885986328125,125.33000183105469,62.290000915527344,1.2722970247268677
2019-06-11,259.5824279785156,175.427734375,125.18000030517578,62.290000915527344,1.2691160440444946
2019-06-12,259.1242370605469,174.413818359375,125.83000183105469,59.970001220703125,1.2724426984786987
2019-06-13,260.1933898925781,175.4468536376953,126.5999984741211,61.310001373291016,1.2693415880203247
2019-06-14,259.90594482421875,174.7007598876953,126.55999755859375,62.0099983215332,1.268005609512329
2019-06-17,260.0047302246094,175.75296020507812,126.4800033569336,60.939998626708984,1.2596044540405273
2019-06-18,262.72723388671875,178.30686950683594,127.12000274658203,62.13999938964844,1.2541544437408447
2019-06-19,263.3203125,178.97647094726562,127.88999938964844,61.81999969482422,1.2566603422164917
2019-06-20,265.8360290527344,180.6408233642578,131.11000061035156,64.44999694824219,1.2656625509262085
2019-06-21,265.4496765136719,180.3729705810547,131.97999572753906,65.19999694824219,1.2707933187484741
2019-06-24,265.124755859375,180.37875366210938,133.94000244140625,64.86000061035156,1.2750873565673828
2019-06-25,262.5243835449219,177.2822723388672,134.1999969482422,65.05000305175781,1.2739664316177368
2019-06-26,262.2624206542969,178.10675048828125,132.97000122070312,66.48999786376953,1.2690677642822266
2019-06-27,263.1925354003906,178.78738403320312,132.83999633789062,66.55000305175781,1.269841194152832
2019-06-28,264.5468444824219,179.01747131347656,133.1999969482422,66.55000305175781,1.267748475074768
2019-07-01,266.948486328125,181.43328857421875,130.6199951171875,65.05999755859375,1.2694543600082397
2019-07-02,267.64373779296875,182.15219116210938,133.41000366210938,62.400001525878906,1.2644623517990112
2019-07-03,269.7835998535156,183.5231170654297,133.6300048828125,63.81999969482422,1.25982666015625
2019-07-04,,,,,1.2582731246948242
2019-07-05,269.4765625,183.14923095703125,132.13999938964844,64.2300033569336,1.2583048343658447
2019-07-08,267.9959716796875,181.86465454101562,131.2899932861328,64.11000061035156,1.2525520324707031
2019-07-09,268.3298645019531,182.77537536621094,131.75,64.16000366210938,1.2516427040100098
2019-07-10,269.612060546875,184.5968017578125,133.8300018310547,67.01000213623047,1.2458575963974
2019-07-11,270.2440185546875,184.4626007080078,132.6999969482422,66.5199966430664,1.2508130073547363
2019-07-12,271.4539489746094,185.52667236328125,133.52999877929688,66.72000122070312,1.2523481845855713
2019-07-15,271.5441589355469,186.1210174560547,133.52999877929688,66.4800033569336,1.2571974992752075
2019-07-16,270.66845703125,185.16236877441406,132.39999389648438,64.3499984741211,1.251799464225769
2019-07-17,268.8265075683594,184.2516632080078,134.5800018310547,63.65999984741211,1.2412029504776
2019-07-18,269.8106689453125,184.4626007080078,136.47999572753906,61.93000030517578,1.2434717416763306
2019-07-19,268.3119201660156,183.11083984375,134.47000122070312,62.470001220703125,1.2541857957839966
2019-07-22,268.970947265625,184.56800842285156,134.4499969482422,63.2599983215332,1.2512825727462769
2019-07-23,270.8941345214844,185.7759246826172,133.69000244140625,63.83000183105469,1.2474894523620605
2019-07-24,272.16717529296875,187.0796661376953,134.3699951171875,63.18000030517578,1.243904948234558
2019-07-25,270.8670654296875,185.30618286132812,133.4199981689453,63.38999938964844,1.2485953569412231
2019-07-26,272.6819152832031,187.2138671875,133.63999938964844,63.459999084472656,1.2453454732894897
2019-07-29,272.1852111816406,186.5715789794922,134.52999877929688,63.709999084472656,1.2376697063446045
2019-07-30,271.5171203613281,185.76632690429688,134.97999572753906,64.72000122070312,1.2217471599578857
2019-07-31,268.5466003417969,183.19715881347656,133.2100067138672,65.16999816894531,1.2161602973937988
2019-08-01,266.20806884765625,182.2864532470703,136.41000366210938,60.5,1.215376853942871
2019-08-02,264.2037658691406,179.6022491455078,135.88999938964844,61.88999938964844,1.2124298810958862
2019-08-05,256.25830078125,173.2559814453125,137.7899932861328,59.810001373291016,1.215214490890503
2019-08-06,259.851806640625,175.6813507080078,138.91000366210938,58.939998626708984,1.2158203125
2019-08-07,260.0053405761719,176.63038635253906,141.02000427246094,56.22999954223633,1.2169743776321411
2019-08-08,265.1066589355469,180.474609375,141.72999572753906,57.380001068115234,1.2143291234970093
2019-08-09,263.3008728027344,178.77781677246094,141.25999450683594,58.529998779296875,1.2143733501434326
2019-08-12,260.09552001953125,176.7262725830078,142.6300048828125,58.56999969482422,1.2021976709365845
2019-08-13,264.14056396484375,180.5991973876953,141.77999877929688,61.29999923706055,1.207875370979309
2019-08-14,256.33056640625,175.20205688476562,142.75,59.47999954223633,1.2064181566238403
2019-08-15,257.00762939453125,175.00074768066406,143.6999969482422,58.22999954223633,1.2060399055480957
2019-08-16,260.79986572265625,177.8095245361328,142.77999877929688,58.63999938964844,1.209160566329956
2019-08-19,263.94189453125,180.63760375976562,141.11000061035156,59.7400016784668,1.2161011695861816
2019-08-20,261.91943359375,179.2379608154297,142.2100067138672,60.029998779296875,1.2131506204605103
2019-08-21,264.05035400390625,180.82931518554688,141.75999450683594,60.29999923706055,1.2162343263626099
2019-08-22,263.9690246582031,180.24452209472656,141.39999389648438,59.91999816894531,1.213224172592163
2019-08-23,257.188232421875,174.54058837890625,144.1699981689453,59.34000015258789,1.2251899242401123
2019-08-26,260.0323181152344,177.1768798828125,144.19000244140625,58.70000076293945,1.2262415885925293
2019-08-27,259.0120544433594,176.80296325683594,145.57000732421875,59.5099983215332,1.222195029258728
2019-08-28,260.8359069824219,177.4357147216797,145.16000366210938,60.4900016784668,1.2283201217651367
2019-08-29,264.16766357421875,180.14866638183594,144.1199951171875,61.08000183105469,1.2218515872955322
2019-08-30,264.05035400390625,179.71726989746094,143.75,60.43000030517578,1.218650221824646
2019-09-02,,,,,1.21592378616333
2019-09-03,262.50628662109375,177.97254943847656,145.75,58.2599983215332,1.2066656351089478
2019-09-04,265.48590087890625,180.54173278808594,146.66000366210938,60.70000076293945,1.2090436220169067
2019-09-05,268.8988342285156,183.84901428222656,143.13999938964844,60.95000076293945,1.2248897552490234
2019-09-06,269.1064147949219,183.66690063476562,141.9199981689453,61.540000915527344,1.2323921918869019
2019-09-09,269.2418518066406,183.2834930419922,141.38999938964844,62.59000015258789,1.2283051013946533
2019-09-10,269.1786804199219,182.7561492919922,140.17999267578125,62.380001068115234,1.2345373630523682
2019-09-11,271.0927429199219,184.47213745117188,141.02999877929688,60.810001373291016,1.2354830503463745
2019-09-12,272.0318298339844,185.2390899658203,141.32000732421875,60.380001068115234,1.233471393585205
2019-09-13,271.85113525390625,184.5775909423828,140.14999389648438,60.220001220703125,1.2329391241073608
2019-09-16,271.0115051269531,183.753173828125,141.32000732421875,69.0199966430664,1.2497344017028809
2019-09-17,271.69775390625,184.63516235351562,141.60000610351562,64.55000305175781,1.2428536415100098
2019-09-18,271.8602294921875,184.5584259033203,140.7100067138672,63.599998474121094,1.2502655982971191
2019-09-19,271.8421630859375,184.86520385742188,141.27999877929688,64.4000015258789,1.247053861618042
2019-09-20,270.5577392578125,182.9095458984375,142.9499969482422,64.27999877929688,1.2525050640106201
2019-09-23,270.4942932128906,182.99024963378906,143.75,64.7699966430664,1.2471938133239746
2019-09-24,268.3717041015625,180.55996704101562,144.50999450683594,63.099998474121094,1.243456244468689
2019-09-25,269.9591369628906,182.58677673339844,141.8300018310547,62.38999938964844,1.2485953569412231
2019-09-26,269.3968200683594,181.9143829345703,141.7899932861328,62.7400016784668,1.2359564304351807
2019-09-27,267.94549560546875,179.6570587158203,141.05999755859375,61.90999984741211,1.2331976890563965
2019-09-30,269.18817138671875,181.3668670654297,138.8699951171875,60.779998779296875,1.2293167114257812
2019-10-01,265.986083984375,179.88758850097656,139.6300048828125,58.88999938964844,1.2289994955062866
2019-10-02,261.28765869140625,176.79449462890625,141.25999450683594,57.689998626708984,1.2292261123657227
2019-10-03,263.4282531738281,178.7349090576172,141.89999389648438,57.709999084472656,1.230436086654663
2019-10-04,266.9930725097656,181.3668670654297,141.89999389648438,58.369998931884766,1.2342326641082764
2019-10-07,265.841064453125,180.81932067871094,140.69000244140625,58.349998474121094,1.2334411144256592
2019-10-08,261.71392822265625,178.11048889160156,141.9199981689453,58.2400016784668,1.2288031578063965
2019-10-09,264.19921875,179.84912109375,142.0500030517578,58.31999969482422,1.2219561338424683
2019-10-10,265.986083984375,181.24197387695312,140.80999755859375,59.099998474121094,1.2212995290756226
2019-10-11,268.7437744140625,183.57623291015625,140.02999877929688,60.5099983215332,1.2433171272277832
2019-10-14,268.4443359375,183.55697631835938,140.58999633789062,59.349998474121094,1.261899709701538
2019-10-15,271.10205078125,185.89117431640625,139.61000061035156,58.7400016784668,1.2611771821975708
2019-10-16,270.6666259765625,185.43014526367188,140.41000366210938,59.41999816894531,1.2760635614395142
2019-10-17,271.46484375,185.92002868652344,140.61000061035156,59.90999984741211,1.2823801040649414
2019-10-18,270.27667236328125,184.13330078125,140.4600067138672,59.41999816894531,1.286860466003418
2019-10-21,272.1088562011719,185.7662811279297,139.7899932861328,58.959999084472656,1.2900229692459106
2019-10-22,271.21990966796875,184.2870330810547,140.1999969482422,59.70000076293945,1.297168254852295
2019-10-23,272.0090637207031,184.64242553710938,140.52999877929688,61.16999816894531,1.2884771823883057
2019-10-24,272.4534912109375,186.438720703125,141.52999877929688,61.66999816894531,1.2923235893249512
2019-10-25,273.5691833496094,187.9276123046875,141.86000061035156,62.02000045776367,1.2840267419815063
2019-10-28,275.1112060546875,189.7816162109375,140.63999938964844,61.56999969482422,1.283202886581421
2019-10-29,275.029541015625,188.31185913085938,140.25,61.59000015258789,1.2857435941696167
2019-10-30,275.8731689453125,189.2244110107422,141.02000427246094,60.61000061035156,1.2866700887680054
2019-10-31,275.1384582519531,189.3108367919922,142.42999267578125,60.22999954223633,1.290172815322876
2019-11-01,277.6872253417969,191.03025817871094,142.55999755859375,61.689998626708984,1.2939623594284058
2019-11-04,278.802978515625,192.21180725097656,142.14999389648438,62.130001068115234,1.2937614917755127
2019-11-05,278.4945373535156,192.3174591064453,139.85000610351562,62.959999084472656,1.2891582250595093
2019-11-06,278.55810546875,191.88516235351562,140.4499969482422,61.7400016784668,1.288062334060669
2019-11-07,279.5376892089844,192.52874755859375,138.27000427246094,62.290000915527344,1.2856775522232056
2019-11-08,280.2270202636719,193.29727172851562,137.38999938964844,62.5099983215332,1.2779992818832397
2019-11-11,279.69189453125,193.03793334960938,137.05999755859375,62.18000030517578,1.2796396017074585
2019-11-12,280.28143310546875,193.5950164794922,137.42999267578125,62.060001373291016,1.2858428955078125
2019-11-13,280.3721923828125,193.64308166503906,137.97999572753906,62.369998931884766,1.285214900970459
2019-11-14,280.78033447265625,193.4893798828125,138.55999755859375,62.279998779296875,1.2853800058364868
2019-11-15,282.8121643066406,194.9110565185547,138.2100067138672,63.29999923706055,1.2881784439086914
2019-11-18,283.020751953125,195.0647430419922,138.6199951171875,62.439998626708984,1.2921231985092163
2019-11-19,282.9391174316406,195.3529052734375,138.69000244140625,60.90999984741211,1.2950851917266846
2019-11-20,281.8869323730469,194.18101501464844,138.75999450683594,62.400001525878906,1.2929502725601196
2019-11-21,281.4334411621094,193.74871826171875,138.0,63.970001220703125,1.2927078008651733
2019-11-22,282.0592956542969,193.8736114501953,137.74000549316406,63.38999938964844,1.2919896841049194
2019-11-25,284.245361328125,196.1693572998047,137.0800018310547,63.650001525878906,1.2853471040725708
2019-11-26,284.88922119140625,196.54405212402344,137.74000549316406,64.2699966430664,1.289723515510559
2019-11-27,286.1592102050781,197.91763305664062,137.00999450683594,64.05999755859375,1.2860909700393677
2019-11-28,,,,,1.2929919958114624
2019-11-29,285.0979309082031,197.01473999023438,137.86000061035156,62.43000030517578,1.29128897190094
2019-12-02,282.6761474609375,194.9975128173828,137.7899932861328,60.91999816894531,1.29128897190094
2019-12-03,280.78033447265625,193.47018432617188,139.11000061035156,60.81999969482422,1.294062852859497
2019-12-04,282.5128479003906,194.44996643066406,138.9199981689453,63.0,1.2997816801071167
2019-12-05,283.020751953125,194.83419799804688,139.0,63.38999938964844,1.311131477355957
2019-12-06,285.6059265136719,196.91867065429688,137.6199951171875,64.38999938964844,1.3158414363861084
2019-12-09,284.70794677734375,196.02532958984375,137.5800018310547,64.25,1.3139568567276
2019-12-10,284.39044189453125,195.86204528808594,137.97000122070312,64.33999633789062,1.314578652381897
2019-12-11,285.1977844238281,196.89942932128906,138.9199981689453,63.720001220703125,1.3131287097930908
2019-12-12,287.6558837890625,198.3690948486328,138.42999267578125,64.19999694824219,1.3200099468231201
2019-12-13,287.82818603515625,199.02230834960938,139.0500030517578,65.22000122070312,1.347527265548706
2019-12-16,289.8055725097656,201.0203399658203,139.0399932861328,65.33999633789062,1.335327386856079
2019-12-17,289.869140625,201.13560485839844,139.00999450683594,66.0999984741211,1.3272457122802734
2019-12-18,289.88720703125,201.28929138183594,139.02000427246094,66.16999816894531,1.3122154474258423
2019-12-19,291.0754699707031,202.54763793945312,139.3800048828125,66.54000091552734,1.3087291717529297
2019-12-20,292.3515625,203.36410522460938,139.52000427246094,66.13999938964844,1.3017443418502808
2019-12-23,292.7982177734375,203.9012908935547,139.9499969482422,66.38999938964844,1.3005423545837402
2019-12-24,292.807373046875,204.00717163085938,141.27000427246094,67.19999694824219,1.2944984436035156
2019-12-25,,,,,1.2934937477111816
2019-12-26,294.36602783203125,205.8073272705078,142.3800048828125,67.91999816894531,1.2973533868789673
2019-12-27,294.2931823730469,205.6340789794922,142.3300018310547,68.16000366210938,1.3002209663391113
2019-12-30,292.6706237792969,204.28636169433594,142.6300048828125,68.44000244140625,1.3091918230056763
2019-12-31,293.381591796875,204.67144775390625,142.89999389648438,66.0,1.3113033771514893
2020-01-01,,,,,1.326259970664978
2020-01-02,296.1253967285156,208.08888244628906,143.9499969482422,66.25,1.3250298500061035
2020-01-03,293.8829650878906,206.18276977539062,145.86000061035156,68.5999984741211,1.3152703046798706
2020-01-06,295.0042724609375,207.51126098632812,147.38999938964844,68.91000366210938,1.308010220527649
2020-01-07,294.17462158203125,207.48240661621094,147.97000122070312,68.2699966430664,1.317002534866333
2020-01-08,295.7425231933594,209.0419158935547,146.86000061035156,65.44000244140625,1.31137216091156
2020-01-09,297.7477722167969,210.81317138671875,146.02999877929688,65.37000274658203,1.3105130195617676
2020-01-10,296.89093017578125,210.2740936279297,146.91000366210938,64.9800033569336,1.3070186376571655
2020-01-13,298.9327697753906,212.70001220703125,145.82000732421875,64.19999694824219,1.3045634031295776
2020-01-14,298.4770202636719,211.86251831054688,145.69000244140625,64.48999786376953,1.2988194227218628
2020-01-15,299.15155029296875,211.94912719726562,146.5399932861328,64.0,1.3022528886795044
2020-01-16,301.6400146484375,213.98037719726562,146.30999755859375,64.62000274658203,1.3041210174560547
2020-01-17,302.57879638671875,215.039306640625,146.5800018310547,64.8499984741211,1.3078734874725342
2020-01-20,,,,,1.3007283210754395
2020-01-21,301.986328125,214.94297790527344,146.74000549316406,64.58999633789062,1.3005592823028564
2020-01-22,302.0228271484375,215.51100158691406,146.7899932861328,63.209999084472656,1.3048017024993896
2020-01-23,302.3692626953125,216.20411682128906,147.1199951171875,62.040000915527344,1.3144749402999878
2020-01-24,299.6802062988281,214.3846435546875,147.97999572753906,60.689998626708984,1.311991572380066
2020-01-27,294.8764953613281,209.9564208984375,148.99000549316406,59.31999969482422,1.3061821460723877
2020-01-28,297.966552734375,213.18133544921875,147.66000366210938,59.5099983215332,1.3060115575790405
2020-01-29,297.7204284667969,213.52792358398438,148.4600067138672,59.810001373291016,1.3024563789367676
2020-01-30,298.68670654296875,214.28839111328125,148.47000122070312,58.290000915527344,1.3022021055221558
2020-01-31,293.2631530761719,210.89024353027344,149.3300018310547,58.15999984741211,1.3089004755020142
2020-02-03,295.441650390625,214.0766143798828,148.36000061035156,54.45000076293945,1.31816565990448
2020-02-04,299.9445495605469,218.97657775878906,146.42999267578125,53.959999084472656,1.2997479438781738
2020-02-05,303.4083557128906,219.69851684570312,146.61000061035156,55.279998779296875,1.3032711744308472
2020-02-06,304.4292297363281,221.59498596191406,147.39999389648438,54.93000030517578,1.2997140884399414
2020-02-07,302.80682373046875,220.6419677734375,147.7899932861328,54.470001220703125,1.2930254936218262
2020-02-10,305.0672912597656,223.30853271484375,148.1699981689453,53.27000045776367,1.2891582250595093
2020-02-11,305.59600830078125,223.34707641601562,147.66000366210938,54.0099983215332,1.2918227910995483
2020-02-12,307.5648193359375,225.52268981933594,147.5399932861328,55.790000915527344,1.2956557273864746
2020-02-13,307.2366943359375,225.23385620117188,148.3800048828125,56.34000015258789,1.295756459236145
2020-02-14,307.72894287109375,225.87881469726562,149.0,57.31999969482422,1.3046824932098389
2020-02-17,,,,,1.3052955865859985
2020-02-18,306.93597412109375,225.9654541015625,150.91000366210938,57.75,1.3008975982666016
2020-02-19,308.4034729003906,228.13145446777344,151.7899932861328,59.119998931884766,1.3002209663391113
2020-02-20,307.1364440917969,226.01365661621094,152.41000366210938,59.310001373291016,1.2928247451782227
2020-02-21,303.97344970703125,221.67201232910156,154.6999969482422,58.5,1.2883278131484985
2020-02-24,293.8920593261719,213.1236114501953,156.08999633789062,56.29999923706055,1.29537034034729
2020-02-25,284.98651123046875,207.32838439941406,153.3000030517578,54.95000076293945,1.292657732963562
2020-02-26,283.9383544921875,208.39694213867188,153.97000122070312,53.43000030517578,1.3003394603729248
